1.41476, 2.450794, 0.9700043, 0.8712647, 2.47127, 1.548538, 1.875939, 1.541941, 1.182541, 1.435225, 2.287869, 2.756626, 2.024504, 1.342847, 2.049608, 1.506277, 2.958484, 3.221107
1.412541, 2.448858, 0.9690713, 0.8656027, 2.467212, 1.546684, 1.874212, 1.542493, 1.184161, 1.437411, 2.289199, 2.757079, 2.021646, 1.341179, 2.051165, 1.506184, 2.961215, 3.222053
1.411091, 2.447353, 0.9676552, 0.8636461, 2.465285, 1.544675, 1.873482, 1.54011, 1.181351, 1.437286, 2.290783, 2.75847, 2.021588, 1.33885, 2.049336, 1.507213, 2.961543, 3.22233
1.410525, 2.446907, 0.9672154, 0.8625116, 2.464112, 1.543466, 1.872877, 1.537847, 1.178482, 1.436961, 2.292577, 2.760336, 2.021138, 1.335868, 2.047749, 1.507895, 2.962112, 3.222945
1.410733, 2.44768, 0.9683695, 0.8603497, 2.462712, 1.543472, 1.871905, 1.537532, 1.17818, 1.437672, 2.294445, 2.762266, 2.018537, 1.332439, 2.048509, 1.507404, 2.964372, 3.224392
1.41143, 2.449216, 0.9703388, 0.8586747, 2.46187, 1.544092, 1.87153, 1.538385, 1.178986, 1.438077, 2.295669, 2.763959, 2.015829, 1.329607, 2.050204, 1.506128, 2.96648, 3.225942
1.412229, 2.450494, 0.9717628, 0.8576382, 2.461686, 1.545002, 1.871609, 1.539487, 1.180055, 1.438181, 2.296018, 2.764761, 2.014238, 1.328358, 2.051662, 1.505012, 2.967603, 3.22686
1.412902, 2.450999, 0.9719183, 0.8574199, 2.462217, 1.54591, 1.87196, 1.540069, 1.180633, 1.438002, 2.295532, 2.764437, 2.014435, 1.329, 2.052036, 1.504705, 2.967326, 3.226759
1.413452, 2.450796, 0.9708764, 0.8580601, 2.463421, 1.546728, 1.872431, 1.539848, 1.18041, 1.437589, 2.294465, 2.763196, 2.016296, 1.331152, 2.051153, 1.505324, 2.965794, 3.22572
1.414021, 2.450312, 0.9692541, 0.8593574, 2.465108, 1.547532, 1.872931, 1.539041, 1.179572, 1.437039, 2.293175, 2.761535, 2.019078, 1.333996, 2.049461, 1.50652, 2.963584, 3.224176
1.414729, 2.450025, 0.9678187, 0.8608945, 2.466948, 1.548433, 1.873416, 1.538142, 1.178593, 1.436459, 2.292001, 2.760016, 2.021787, 1.336624, 2.047719, 1.507716, 2.961431, 3.222697
1.415572, 2.450222, 0.9671292, 0.8621663, 2.468547, 1.549451, 1.873846, 1.537633, 1.177965, 1.435963, 2.291181, 2.759063, 2.023586, 1.33834, 2.046626, 1.508402, 2.95996, 3.221753
1.416419, 2.450905, 0.9673525, 0.8627716, 2.469582, 1.55048, 1.874172, 1.537746, 1.17796, 1.435646, 2.290823, 2.758842, 2.024062, 1.338843, 2.046526, 1.50835, 2.95949, 3.22156
1.417086, 2.451833, 0.9682553, 0.8625597, 2.469909, 1.551352, 1.87433, 1.538384, 1.178524, 1.435572, 2.290919, 2.759259, 2.023314, 1.338252, 2.047309, 1.507686, 2.959974, 3.222035
1.417436, 2.452669, 0.9693721, 0.8616645, 2.469614, 1.551929, 1.874271, 1.5392, 1.17934, 1.435748, 2.291364, 2.760041, 2.021835, 1.336979, 2.048514, 1.506787, 2.961072, 3.222878
1.417438, 2.453147, 0.9702395, 0.8604206, 2.468956, 1.55217, 1.873993, 1.539795, 1.18001, 1.436114, 2.292002, 2.760869, 2.020249, 1.33553, 2.049589, 1.506071, 2.96233, 3.223726
1.417182, 2.453186, 0.9705971, 0.859221, 2.468264, 1.552152, 1.873559, 1.539919, 1.180258, 1.436559, 2.292668, 2.761505, 2.019066, 1.33432, 2.050143, 1.505796, 2.963353, 3.224313
1.416832, 2.452891, 0.9704443, 0.858372, 2.467812, 1.552037, 1.87309, 1.539571, 1.180035, 1.436956, 2.293213, 2.76184, 2.018525, 1.333583, 2.050084, 1.505984, 2.963925, 3.224534
1.416552, 2.452467, 0.9699762, 0.8580112, 2.467747, 1.552001, 1.872722, 1.538962, 1.17951, 1.437202, 2.293539, 2.761886, 2.018586, 1.333354, 2.04959, 1.506454, 2.96402, 3.224439
1.41644, 2.452115, 0.9694522, 0.8581009, 2.46807, 1.552166, 1.872558, 1.538386, 1.178955, 1.437248, 2.293603, 2.761731, 2.019033, 1.333539, 2.048974, 1.506943, 2.963758, 3.224169
1.416508, 2.451952, 0.9690787, 0.858484, 2.468666, 1.552561, 1.872633, 1.538089, 1.178616, 1.437112, 2.293432, 2.761487, 2.019598, 1.333974, 2.048526, 1.507233, 2.963321, 3.223877
1.416694, 2.451981, 0.968935, 0.8589749, 2.469377, 1.553126, 1.872897, 1.538153, 1.178599, 1.436859, 2.293097, 2.761232, 2.020077, 1.334499, 2.048389, 1.507245, 2.962872, 3.22366
1.416899, 2.452115, 0.9689684, 0.8594311, 2.470066, 1.553752, 1.873246, 1.538488, 1.178848, 1.436582, 2.292701, 2.761012, 2.020388, 1.334998, 2.048526, 1.507043, 2.962512, 3.223542
1.417039, 2.452237, 0.9690539, 0.8597874, 2.470657, 1.554332, 1.873558, 1.538896, 1.179198, 1.436366, 2.29235, 2.760836, 2.020554, 1.335406, 2.048777, 1.506783, 2.962273, 3.22349
1.417068, 2.452252, 0.9690741, 0.8600489, 2.471132, 1.554797, 1.87374, 1.539177, 1.179462, 1.436259, 2.292122, 2.760702, 2.020642, 1.335687, 2.04896, 1.506619, 2.96214, 3.223454
1.416985, 2.452137, 0.9689808, 0.8602575, 2.471514, 1.555127, 1.873758, 1.539221, 1.179527, 1.436266, 2.292051, 2.760617, 2.020705, 1.335823, 2.048971, 1.506629, 2.962088, 3.223408
1.41682, 2.451921, 0.9687993, 0.8604468, 2.471832, 1.555347, 1.873641, 1.539043, 1.17939, 1.436358, 2.292129, 2.760593, 2.020745, 1.335808, 2.048817, 1.506788, 2.962101, 3.223355
1.41661, 2.451669, 0.9686038, 0.8606312, 2.472107, 1.555505, 1.873452, 1.538753, 1.179143, 1.436487, 2.29231, 2.760642, 2.020734, 1.335652, 2.048599, 1.507002, 2.962183, 3.223333
1.41638, 2.451428, 0.9684603, 0.8607993, 2.472342, 1.555641, 1.873268, 1.538497, 1.178913, 1.436607, 2.292529, 2.760762, 2.020634, 1.335389, 2.04844, 1.507156, 2.962326, 3.22337
1.416135, 2.451218, 0.968399, 0.8609369, 2.472538, 1.555777, 1.873143, 1.538382, 1.178805, 1.436689, 2.292726, 2.76093, 2.020437, 1.335073, 2.048427, 1.507181, 2.962516, 3.223475
1.415868, 2.451023, 0.9683951, 0.8610472, 2.472702, 1.555914, 1.873098, 1.538434, 1.178849, 1.436727, 2.292861, 2.761107, 2.020178, 1.334776, 2.048567, 1.507071, 2.962721, 3.223625
1.415573, 2.450806, 0.9683863, 0.8611587, 2.472857, 1.556042, 1.873117, 1.538599, 1.179001, 1.436731, 2.29292, 2.761246, 2.019932, 1.334567, 2.048789, 1.506892, 2.962894, 3.223774
1.415249, 2.45053, 0.9683034, 0.8613179, 2.473041, 1.556153, 1.873165, 1.53878, 1.179172, 1.436715, 2.292909, 2.761307, 2.019775, 1.334485, 2.048989, 1.506732, 2.962987, 3.223868
1.41491, 2.450182, 0.9681066, 0.8615707, 2.473288, 1.556248, 1.873211, 1.538883, 1.179276, 1.436697, 2.292853, 2.761282, 2.019762, 1.334541, 2.049074, 1.506665, 2.96298, 3.223876
1.414576, 2.449781, 0.9678047, 0.8619415, 2.473616, 1.556334, 1.873235, 1.538868, 1.179269, 1.436681, 2.292779, 2.761187, 2.019889, 1.334698, 2.049014, 1.506716, 2.962878, 3.2238
1.414263, 2.449362, 0.9674454, 0.8624191, 2.474016, 1.556424, 1.873235, 1.538753, 1.179163, 1.436669, 2.292712, 2.761062, 2.020103, 1.334897, 2.048842, 1.506852, 2.962723, 3.223674
1.413976, 2.448962, 0.9670931, 0.8629602, 2.474454, 1.556521, 1.873223, 1.538599, 1.179013, 1.436655, 2.292664, 2.760949, 2.020323, 1.335071, 2.048638, 1.507009, 2.962567, 3.223546
